"";"Life expectancy";"Adult Mortality"
"1";-0,443615127928901;0,790103059663719
"2";-0,979111868777096;0,854467579624639
"3";-0,979111868777096;0,830330884639294
"4";-1,02111161315735;0,862513144619754
"5";-1,05261142144253;0,886649839605099
"6";-1,09461116582279;0,918832099585559
"7";-1,11561103801291;0,934923229575789
"8";-1,16811071848822;0,983196619546479
"9";-1,2311103350586;1,0475611395074
"10";-1,25211020724873;1,0475611395074
"11";-1,25211020724873;1,01537887952694
"12";-1,28361001553391;1,03147000951717
"13";-1,3151098238191;1,0475611395074
"14";-1,36760950429441;-1,30174383906618
"15";-1,46210892914998;1,21651800440481
"16";-1,51460860962529;1,25674582938039
"17";0,900376692239118;-0,730508724413017
"18";0,86887688395393;-1,26151601409061
"19";0,837377075668742;-0,650053074461867
"20";0,805877267383555;-0,633961944471637
"21";0,774377459098366;-0,617870814481407
"22";0,732377714718116;-0,593734119496062
"23";0,721877778623052;-0,593734119496062
"24";0,637878289862551;-1,31783496905641
"25";0,700877906432928;-1,25347044909549
"26";0,522378992816863;-0,529369599535142
"27";0,448879440151424;-1,2051970591248
"28";0,396379759676111;-1,18910592913457
"29";0,375379887485985;-1,18106036413946
"30";0,427879567961299;-1,2051970591248
"31";0,459379376246486;-1,21324262411992
"32";0,35438001529586;-1,23737931910526
"33";0,669378098147739;-1,17301479914434
"34";0,648378225957615;-1,23737931910526
"35";0,637878289862551;-0,424777254598647
"36";0,616878417672426;-0,416731689603532
"37";0,595878545482302;-0,392594994618187
"38";0,574878673292176;-0,368458299632842
"39";0,543378865006989;-0,336276039652382
"40";0,511879056721799;-0,312139344667037
"41";0,480379248436612;-0,288002649681692
"42";0,438379504056362;-0,263865954696347
"43";0,385879823581049;-0,231683694715887
"44";0,322880207010672;-1,21324262411992
"45";0,259880590440297;-0,151228044764737
"46";0,249380654345233;-0,159273609759852
"47";0,228380782155109;-0,159273609759852
"48";0,217880846060046;-0,159273609759852
"49";-1,76660707590679;1,369383739312
"50";-1,84010662857223;1,47397608424849
"51";-1,90310624514261;1,5302950392143
"52";-1,38860937648454;1,55443173419964
"53";-1,91360618123767;1,57856842918499
"54";-2,06060528656855;1,61075068916545
"55";-2,11310496704386;1,64293294914591
"56";-2,15510471142411;1,65902407913614
"57";-2,20760439189943;1,6912063391166
"58";-2,26010407237474;1,73947972908729
"59";-2,29160388065993;1,74752529408241
"60";-2,32310368894511;1,77970755406287
"61";-2,3546034972303;1,7957986840531
"62";-2,38610330551549;1,81993537903844
"63";-2,47010279427599;-0,971875674266468
"64";-2,51210253865624;-0,939693414286008
"65";0,753377586908242;-1,22128818911503
"66";0,732377714718116;-0,271911519691462
"67";0,721877778623052;-0,255820389701232
"68";0,700877906432928;-0,247774824706117
"69";0,679878034242803;-0,231683694715887
"70";0,669378098147739;-0,215592564725657
"71";0,648378225957615;-1,21324262411992
"72";0,627378353767489;-0,183410304745197
"73";0,606378481577364;-0,167319174754967
"74";0,585378609387238;-0,159273609759852
"75";0,564378737197113;-0,143182479769622
"76";0,543378865006989;-0,127091349779392
"77";0,522378992816863;-0,111000219789162
"78";0,501379120626737;-0,0949090897989318
"79";0,480379248436612;-0,0868635248038167
"80";0,459379376246486;-0,0707723948135867
"81";0,742877650813178;-0,392594994618187
"82";0,732377714718116;-0,376503864627957
"83";0,71137784252799;-0,368458299632842
"84";0,700877906432928;-1,22933375411015
"85";0,679878034242803;-1,22933375411015
"86";0,658878162052677;-0,352367169642612
"87";0,669378098147739;-0,312139344667037
"88";0,648378225957615;-0,312139344667037
"89";0,585378609387238;-0,288002649681692
"90";0,627378353767489;-0,304093779671922
"91";0,595878545482302;-0,304093779671922
"92";0,574878673292176;-1,22128818911503
"93";0,511879056721799;-0,223638129720772
"94";0,511879056721799;-0,215592564725657
"95";0,501379120626737;-0,215592564725657
"96";0,511879056721799;-0,223638129720772
"97";0,585378609387238;-0,376503864627957
"98";0,564378737197113;-1,22933375411015
"99";0,543378865006989;-0,336276039652382
"100";0,543378865006989;-0,352367169642612
"101";0,490879184531675;-0,296048214676807
"102";0,448879440151424;-0,263865954696347
"103";0,427879567961299;-0,223638129720772
"104";0,417379631866237;-1,21324262411992
"105";0,448879440151424;-0,263865954696347
"106";0,385879823581049;-0,191455869740312
"107";0,396379759676111;-0,223638129720772
"108";0,396379759676111;-0,263865954696347
"109";0,364879951390923;-0,247774824706117
"110";0,35438001529586;-0,247774824706117
"111";0,35438001529586;-0,191455869740312
"112";0,291380398725484;-0,183410304745197
"113";1,42537349699225;-0,851192199339743
"114";1,41487356089719;-1,27760714408084
"115";1,39387368870706;-0,835101069349512
"116";1,37287381651694;-0,835101069349512
"117";1,34137400823175;-0,819009939359282
"118";1,33087407213669;-0,810964374364167
"119";1,30987419994656;-0,794873244373937
"120";1,26787445556631;-0,794873244373937
"121";1,26787445556631;-0,794873244373937
"122";1,25737451947125;-0,794873244373937
